,name,province,climate_id,station_id,wmo_id,tc_id,latitude_decimal_degrees,longitude_decimal_degrees,latitude,longitude,elevation_m,start_date,end_date,T_high_avg_nan,T_min_nan,T_low_avg_nan,T_max_nan,period_T_low_nan,period_T_high_nan,T_min_year_nan,day_nan,T_max_year_nan,month_nan,n_almanac_rows
5443,MEANDER RIVER RS,ALBERTA,3074390,2754,,,59.12,-117.7,590700000.0,-1174200000.0,320.0,1974.0,1985.0,366.0,99.0,366.0,101.0,92.0,92.0,99.0,92.0,101.0,92.0,5443
5444,MEEKWAP,ALBERTA,3074494,2755,,,54.62,-116.67,543700000.0,-1164000000.0,836.0,1989.0,2011.0,366.0,157.0,366.0,158.0,156.0,156.0,157.0,156.0,158.0,156.0,5444
5445,MELITO,ALBERTA,307450J,9145,,,58.43,-117.23,582600000.0,-1171400000.0,332.0,,,,,,,,,,,,,5445
5446,MISTANUSK CREEK,ALBERTA,3074582,27036,,,54.59,-120.01,543534000.0,-1200033000.0,1112.0,1995.0,2011.0,366.0,13.0,366.0,15.0,12.0,12.0,13.0,12.0,15.0,12.0,5446
5447,MUSKEG RS,ALBERTA,3074743,2756,,,53.92,-118.65,535500000.0,-1183900000.0,1226.8,1962.0,1970.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5447
5448,MUSKWA LO,ALBERTA,3074750,2757,,,56.08,-114.65,560500000.0,-1143900000.0,624.8,1967.0,2011.0,366.0,177.0,366.0,177.0,176.0,176.0,177.0,176.0,177.0,176.0,5448
5449,NAYLOR HILLS LO,ALBERTA,3074780,2758,,,57.67,-117.72,574000000.0,-1174300000.0,731.5,1955.0,1975.0,366.0,157.0,366.0,158.0,152.0,152.0,157.0,152.0,158.0,152.0,5449
5450,NINA LAKE,ALBERTA,3074808,2759,,,57.32,-117.2,571900000.0,-1171200000.0,453.2,1980.0,1998.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,5450
5451,NORTH STAR,ALBERTA,3074874,2760,,,56.83,-117.57,565000000.0,-1173400000.0,485.0,1973.0,1989.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5451
5452,NOSE MOUNTAIN LO,ALBERTA,3074880,2761,,,54.55,-119.58,543300000.0,-1193500000.0,1574.3,1949.0,2011.0,366.0,174.0,366.0,173.0,173.0,173.0,174.0,173.0,173.0,173.0,5452
5453,NOTIKEWIN LO,ALBERTA,3074900,2762,,,56.87,-118.58,565200000.0,-1183500000.0,762.0,1957.0,2011.0,366.0,158.0,366.0,159.0,141.0,141.0,158.0,141.0,159.0,141.0,5453
5454,NOTIKEWIN EAST,ALBERTA,3074902,2763,,,57.02,-117.57,570100000.0,-1173400000.0,464.8,1962.0,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5454
5455,CLEARDALE AGDM,ALBERTA,3074935,32255,71221.0,XCD,56.31,-119.75,561852009.0,-1194442000.0,630.0,1990.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5455
5456,OTTER LAKES LO,ALBERTA,3074940,2764,,,56.7,-115.77,564200000.0,-1154600000.0,731.5,1962.0,2011.0,366.0,152.0,366.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,5456
5457,PANNY LO,ALBERTA,3074983,2765,,,57.18,-114.62,571100000.0,-1143700000.0,691.9,1966.0,2011.0,366.0,207.0,366.0,207.0,205.0,205.0,207.0,205.0,207.0,205.0,5457
5458,PARSON LAKE TOWER,ALBERTA,3074999,2766,,,59.88,-112.48,595300000.0,-1122900000.0,237.7,1968.0,1990.0,366.0,226.0,366.0,226.0,220.0,220.0,226.0,220.0,226.0,220.0,5458
5459,MUSREAU CREEK,ALBERTA,3074PE1,9174,,,54.55,-118.67,543300000.0,-1184000000.0,945.0,,,,,,,,,,,,,5459
5460,NORTH VERMILION RS,ALBERTA,3074Q7L,9129,,,58.4,-116.03,582400000.0,-1160200000.0,247.0,,,,,,,,,,,,,5460
5461,PEACE POINT TOWER,ALBERTA,3075020,2768,,,59.2,-112.42,591200000.0,-1122500000.0,237.7,1968.0,1973.0,366.0,229.0,366.0,229.0,222.0,222.0,229.0,222.0,229.0,222.0,5461
5462,PEACE RIVER,ALBERTA,3075038,2769,,,56.25,-117.28,561500000.0,-1171700000.0,326.1,1962.0,1963.0,366.0,215.0,366.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,5462
5463,PEACE RIVER A,ALBERTA,3075040,2770,71068.0,YPE,56.23,-117.45,561337000.0,-1172650000.0,570.9,1944.0,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5463
5464,PEACE RIVER A,ALBERTA,3075041,52258,71068.0,YPE,56.23,-117.45,561338000.0,-1172654000.0,570.9,2014.0,2015.0,366.0,35.0,366.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,5464
5465,PEACE RIVER CKYL,ALBERTA,3075045,2771,,,56.23,-117.28,561400000.0,-1171700000.0,336.5,1960.0,1960.0,366.0,336.0,366.0,336.0,335.0,335.0,336.0,335.0,336.0,335.0,5465
5466,PEACE RIVER OVERLAP,MANITOBA,3075046,53882,,,56.23,-117.45,561339000.0,-1172654000.0,570.9,2015.0,2015.0,366.0,363.0,366.0,364.0,358.0,358.0,363.0,358.0,364.0,358.0,5466
5467,PEACE RIVER CROSSING,ALBERTA,3075047,2772,,,56.25,-117.25,561500000.0,-1171500000.0,373.4,1907.0,1935.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5467
5468,PEACE RIVER FOREST HQ,ALBERTA,3075048,2773,,,56.22,-117.27,561300000.0,-1171600000.0,372.5,1968.0,1969.0,366.0,206.0,366.0,205.0,204.0,204.0,206.0,204.0,205.0,204.0,5468
5469,PEACE RIVER WRB,ALBERTA,3075050,2774,,,56.23,-117.28,561400000.0,-1171700000.0,317.0,1962.0,1966.0,366.0,21.0,366.0,21.0,1.0,1.0,21.0,1.0,21.0,1.0,5469
5470,PEACE R SHAFTSBURY,ALBERTA,3075055,2775,,,56.15,-117.43,560900000.0,-1172600000.0,344.4,1976.0,1978.0,366.0,214.0,366.0,214.0,213.0,213.0,214.0,213.0,214.0,213.0,5470
5471,PAVEMENT,ALBERTA,30750JL,9225,,,55.08,-117.03,550500000.0,-1170200000.0,674.0,,,,,,,,,,,,,5471
5472,PEERLESS LAKE,ALBERTA,3075100,2777,,,56.63,-114.6,563800000.0,-1143600000.0,694.9,1974.0,1975.0,366.0,217.0,366.0,219.0,201.0,201.0,217.0,201.0,219.0,201.0,5472
5473,PEORIA AGDM,ALBERTA,3075160,31468,71348.0,XPA,55.62,-118.29,553716005.0,-1181735001.0,621.21,1994.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5473
5474,PETITOT LO,ALBERTA,3075171,2778,,,59.53,-119.62,593200000.0,-1193700000.0,777.2,1974.0,2011.0,366.0,219.0,366.0,219.0,218.0,218.0,219.0,218.0,219.0,218.0,5474
5475,PICADELLY,ALBERTA,3075172,2779,,,57.65,-114.53,573900000.0,-1143200000.0,456.0,1989.0,2011.0,366.0,165.0,366.0,166.0,164.0,164.0,165.0,164.0,166.0,164.0,5475
5476,PENANCE TOWER,ALBERTA,30751F7,2776,,,58.38,-113.15,582300000.0,-1130900000.0,290.0,1986.0,1990.0,366.0,263.0,366.0,263.0,253.0,253.0,263.0,253.0,263.0,253.0,5476
5477,PINE RS,ALBERTA,3075223,2780,,,54.48,-116.98,542900000.0,-1165900000.0,762.0,1962.0,1965.0,366.0,145.0,366.0,146.0,145.0,145.0,145.0,145.0,146.0,145.0,5477
5478,PINTO LO,ALBERTA,3075225,2781,,,54.78,-119.4,544700000.0,-1192400000.0,1066.8,1959.0,2011.0,366.0,172.0,366.0,172.0,148.0,148.0,172.0,148.0,172.0,148.0,5478
5479,PONDEROSA,ALBERTA,3075270,27031,,,59.21,-117.06,591218000.0,-1170333000.0,395.0,1995.0,2010.0,366.0,93.0,366.0,92.0,90.0,90.0,93.0,90.0,92.0,90.0,5479
5480,PONTON LO,ALBERTA,3075285,2782,,,58.93,-116.22,585600000.0,-1161300000.0,883.9,1967.0,2011.0,366.0,183.0,366.0,183.0,165.0,165.0,183.0,165.0,183.0,165.0,5480
5481,PUSKWASKAU LO,ALBERTA,3075320,2783,,,55.22,-117.5,551300000.0,-1173000000.0,972.3,1944.0,2011.0,366.0,136.0,366.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,5481
5482,RAINBOW LAKE,ALBERTA,3075348,2784,,,58.48,-119.4,582900000.0,-1192400000.0,530.4,1970.0,1970.0,366.0,337.0,366.0,314.0,311.0,311.0,337.0,311.0,314.0,311.0,5482
5483,RAINBOW RS,ALBERTA,3075349,2785,,,58.5,-119.42,583000000.0,-1192500000.0,536.4,1970.0,1995.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5483
5484,RANGELINE,ALBERTA,3075406,9258,,,58.0,-116.8,580000000.0,-1164800000.0,344.0,,,,,,,,,,,,,5484
5485,RANGELINE 2,ALBERTA,307540P,9445,,,58.0,-116.82,580000000.0,-1164900000.0,344.0,,,,,,,,,,,,,5485
5486,RED EARTH,ALBERTA,3075488,10183,71246.0,WRD,56.55,-115.28,563307070.0,-1151640040.0,546.0,1994.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5486
5487,RED EARTH,ALBERTA,3075489,2787,,,56.55,-115.37,563300000.0,-1152200000.0,518.2,1973.0,1973.0,366.0,244.0,366.0,243.0,213.0,213.0,244.0,213.0,243.0,213.0,5487
5488,RED EARTH LO,ALBERTA,3075491,2788,,,56.67,-115.12,564000000.0,-1150700000.0,609.6,1959.0,2011.0,366.0,1.0,366.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,5488
5489,RED EARTH RS,ALBERTA,30754R1,2786,,,56.63,-115.12,563800000.0,-1150700000.0,518.2,1983.0,1990.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5489
5490,ROCKY LANE AGCM,ALBERTA,3075550,51841,,PKY,58.45,-116.48,582706057.0,-1162850015.0,301.0,2013.0,2015.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,5490
5491,RYCROFT,ALBERTA,3075600,2789,,,55.75,-118.78,554500000.0,-1184700000.0,609.6,1931.0,1978.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5491
5492,RYCROFT AGCM,ALBERTA,3075601,47090,71546.0,PRF,55.78,-118.67,554636005.0,-1184005003.0,575.0,2008.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5492
5493,SADDLE HILLS,ALBERTA,3075687,9159,,,55.62,-119.88,553700000.0,-1195300000.0,918.0,,,,,,,,,,,,,5493
5494,SADDLE HILLS LO,ALBERTA,3075688,2790,,,55.62,-119.72,553700000.0,-1194300000.0,960.1,1965.0,2007.0,366.0,177.0,366.0,177.0,168.0,168.0,177.0,168.0,177.0,168.0,5494
5495,SALT RIVER,ALBERTA,3075707,8906,,,59.82,-111.97,594900000.0,-1115800000.0,213.4,,,,,,,,,,,,,5495
5496,SASKATOON MOUNTAIN,ALBERTA,3075760,2791,,,55.25,-119.35,551500000.0,-1192100000.0,792.5,1921.0,1951.0,366.0,1.0,366.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5496
5497,SAVANNA AGCM,ALBERTA,3075770,47107,71547.0,PSW,56.08,-119.34,560434002.0,-1192041008.0,703.0,2008.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5497
5498,SEAFORTH LO,ALBERTA,3075790,2792,,,57.23,-113.35,571400000.0,-1132100000.0,823.0,1961.0,1969.0,366.0,172.0,366.0,174.0,152.0,152.0,172.0,152.0,174.0,152.0,5498
5499,SEXSMITH WIEBE,ALBERTA,3075858,6863,,,55.45,-118.64,552714001.0,-1183823008.0,765.0,1993.0,2010.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5499
5500,SHAFTESBURY,ALBERTA,3075878,8907,,,56.1,-117.75,560600000.0,-1174500000.0,,,,,,,,,,,,,,5500
5501,SIMONETTE,ALBERTA,3075937,2793,,,54.42,-117.74,542529008.0,-1174428003.0,883.9,1973.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5501
5502,SIMONETTE LO,ALBERTA,3075940,2794,,,54.23,-118.42,541400000.0,-1182500000.0,1274.1,1956.0,2011.0,366.0,162.0,366.0,161.0,158.0,158.0,162.0,158.0,161.0,158.0,5502
5503,SIMON LAKES AGT,ALBERTA,3075944,9276,,,56.5,-116.62,563000000.0,-1163700000.0,625.0,,,,,,,,,,,,,5503
5504,SIMONETTE RIVER,ALBERTA,307594J,9097,,,55.13,-118.18,550800000.0,-1181100000.0,503.0,,,,,,,,,,,,,5504
5505,PETROCAN UTIKUMA,ALBERTA,3075AP1,9316,,,56.03,-115.43,560200000.0,-1152600000.0,664.0,,,,,,,,,,,,,5505
5506,RAINBOW LO,ALBERTA,3075L48,2767,,,58.35,-119.7,582100000.0,-1194200000.0,579.1,1970.0,2011.0,366.0,180.0,366.0,180.0,152.0,152.0,180.0,152.0,180.0,152.0,5506
5507,SEAL LAKE ROAD - EAST,ALBERTA,3075PR0,9313,,,56.13,-115.72,560800000.0,-1154300000.0,674.0,,,,,,,,,,,,,5507
5508,SMOKY LO,ALBERTA,3076020,2795,,,54.4,-118.3,542400000.0,-1181800000.0,1158.2,1961.0,2011.0,366.0,164.0,366.0,164.0,152.0,152.0,164.0,152.0,164.0,152.0,5508
5509,SMOKY RIVER,ALBERTA,3076025,2796,,,53.98,-119.13,535900000.0,-1190800000.0,1219.2,1966.0,1969.0,366.0,30.0,366.0,31.0,10.0,10.0,30.0,10.0,31.0,10.0,5509
5510,SNUFF MOUNTAIN LO,ALBERTA,3076040,2797,,,54.68,-117.53,544100000.0,-1173200000.0,969.3,1953.0,2011.0,366.0,164.0,366.0,164.0,144.0,144.0,164.0,144.0,164.0,144.0,5510
5511,SOUSA CREEK (AUT),ALBERTA,3076056,10733,,WSH,58.59,-118.49,583529000.0,-1182935000.0,373.3,1994.0,2002.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5511
5512,SOUTH WAPITI RS,ALBERTA,3076060,2798,,,54.93,-119.2,545600000.0,-1191200000.0,762.0,1962.0,1981.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5512
5513,SPIRIT RIVER AUTO STATION,ALBERTA,3076069,29633,71571.0,XSR,55.69,-119.23,554141008.0,-1191349004.0,1015.28,1999.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5513
5514,SPIRIT RIVER,ALBERTA,3076070,8908,,,55.67,-118.78,554000000.0,-1184700000.0,,,,,,,,,,,,,,5514
5515,SPIRIT RIVER RS,ALBERTA,3076071,2799,,,55.78,-118.83,554700000.0,-1185000000.0,629.7,1966.0,1986.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5515
5516,SPRING CREEK FOUR,ALBERTA,307607R,9428,,,54.92,-117.7,545500000.0,-1174200000.0,738.0,,,,,,,,,,,,,5516
5517,SPRING LAKE,ALBERTA,3076081,9180,,,55.58,-119.57,553500000.0,-1193400000.0,914.0,,,,,,,,,,,,,5517
5518,SPRING CREEK 3A,ALBERTA,30760GH,9573,,,54.97,-117.67,545800000.0,-1174000000.0,739.0,,,,,,,,,,,,,5518
5519,SPIRIT RIVER RADAR,ALBERTA,30760P0,27239,,WWW,55.69,119.23,554133000.0,1191348000.0,0.0,,,,,,,,,,,,,5519
5520,SPRING CREEK 4,ALBERTA,30760P8,9575,,,54.92,-117.7,545500000.0,-1174200000.0,738.0,,,,,,,,,,,,,5520
5521,SPRING CREEK 4A,ALBERTA,30760PQ,9577,,,54.93,-117.75,545600000.0,-1174500000.0,708.0,,,,,,,,,,,,,5521
5522,SPRING CREEK ROAD,ALBERTA,30760PR,9082,,,55.07,-117.68,550400000.0,-1174100000.0,725.0,,,,,,,,,,,,,5522
5523,STEEN LO,ALBERTA,3076108,2800,,,59.63,-117.78,593800000.0,-1174700000.0,707.1,1964.0,2011.0,366.0,176.0,366.0,175.0,175.0,175.0,176.0,175.0,175.0,175.0,5523
5524,STEEN RIVER RS,ALBERTA,3076110,2801,,,59.63,-117.17,593800000.0,-1171000000.0,296.9,1962.0,1997.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5524
5525,STEEPHILL CREEK,ALBERTA,3076115,2802,,,58.02,-116.58,580100000.0,-1163500000.0,365.8,1980.0,1983.0,366.0,69.0,366.0,67.0,1.0,1.0,69.0,1.0,67.0,1.0,5525
5526,STURGEON HEIGHTS,ALBERTA,3076230,8909,,,55.08,-117.68,550500000.0,-1174100000.0,692.2,,,,,,,,,,,,,5526
5527,SULPHUR PILE,ALBERTA,307625D,9065,,,54.93,-117.18,545600000.0,-1171100000.0,631.0,,,,,,,,,,,,,5527
5528,SURETTE,ALBERTA,307627L,9217,,,58.37,-116.68,582200000.0,-1164100000.0,320.0,,,,,,,,,,,,,5528
5529,SWAN LAKE,ALBERTA,3076301,9087,,,55.05,-117.85,550300000.0,-1175100000.0,655.0,,,,,,,,,,,,,5529
5530,SWEATHOUSE LO,ALBERTA,3076320,2803,,,54.92,-116.75,545500000.0,-1164500000.0,853.4,1953.0,2011.0,366.0,152.0,366.0,152.0,139.0,139.0,152.0,139.0,152.0,139.0,5530
5531,SWEETGRASS,ALBERTA,3076322,9215,,,58.85,-112.0,585100000.0,-1120000000.0,210.0,,,,,,,,,,,,,5531
5532,SWEATHOUSE SOUTH,ALBERTA,307632A,9514,,,54.85,-116.78,545100000.0,-1164700000.0,838.0,,,,,,,,,,,,,5532
5533,SWEETGRASS LANDING,ALBERTA,3076330,52478,,PSQ,58.85,-112.0,585110400.0,-1115949200.0,212.0,2014.0,2015.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,5533
5534,TALBOT LAKE LO,ALBERTA,3076362,2804,,,57.33,-115.67,572000000.0,-1154000000.0,883.9,1964.0,2011.0,366.0,200.0,366.0,200.0,199.0,199.0,200.0,199.0,200.0,199.0,5534
5535,TANGENT,ALBERTA,3076363,2805,,,55.85,-117.68,555100000.0,-1174100000.0,548.6,1970.0,1974.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,5535
5536,TEEPEE LO,ALBERTA,3076365,2806,,,56.47,-114.12,562800000.0,-1140700000.0,762.0,1960.0,2011.0,366.0,177.0,366.0,178.0,152.0,152.0,177.0,152.0,178.0,152.0,5536
5537,TEEPEE CREEK AGCM,ALBERTA,3076366,47109,71690.0,PTC,55.35,-118.41,552108007.0,-1182427004.0,670.0,2008.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5537
5538,TELTOWER,ALBERTA,3076371,9246,,,58.2,-117.23,581200000.0,-1171400000.0,341.0,,,,,,,,,,,,,5538
5539,THREE CREEKS,ALBERTA,3076469,9271,,,56.38,-117.08,562300000.0,-1170500000.0,527.0,,,,,,,,,,,,,5539
5540,THREE CREEKS RS,ALBERTA,3076470,2807,,,56.37,-117.0,562200000.0,-1170000000.0,609.6,1968.0,1972.0,366.0,199.0,366.0,198.0,198.0,198.0,199.0,198.0,198.0,198.0,5540
5541,TOMPKINS LANDING AGCM,ALBERTA,3076530,51858,,NTL,58.02,-116.85,580114082.0,-1165052068.0,343.0,2013.0,2015.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,5541
5542,TROUT LAKE,ALBERTA,3076564,2808,,,56.5,-114.55,563000000.0,-1143300000.0,649.2,1973.0,1974.0,366.0,35.0,366.0,36.0,1.0,1.0,35.0,1.0,36.0,1.0,5542
5543,TROUT MOUNTAIN LO,ALBERTA,3076566,2809,,,56.8,-114.42,564800000.0,-1142500000.0,762.0,1960.0,2011.0,366.0,159.0,366.0,158.0,152.0,152.0,159.0,152.0,158.0,152.0,5543
5544,UNOCAL KAKWA,ALBERTA,3076653,6864,,,54.44,-118.74,542620000.0,-1184430000.0,1085.4,1993.0,1993.0,366.0,192.0,366.0,192.0,185.0,185.0,192.0,185.0,192.0,185.0,5544
5545,UPPER HAY RIVER RS,ALBERTA,3076655,2810,,,59.12,-117.7,590700000.0,-1174200000.0,320.0,1965.0,1972.0,366.0,1.0,366.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,5545
5546,UPPER PRAIRIE CREEK,ALBERTA,3076658,9162,,,54.17,-119.12,541000000.0,-1190700000.0,1341.0,,,,,,,,,,,,,5546
5547,UPPER SIMONETTE,ALBERTA,3076661,9186,,,54.07,-118.88,540400000.0,-1185300000.0,1463.0,,,,,,,,,,,,,5547
5548,VALLEYVIEW,ALBERTA,3076673,8910,,,55.08,-117.25,550500000.0,-1171500000.0,737.3,,,,,,,,,,,,,5548
5549,VALLEYVIEW RS,ALBERTA,3076675,2811,,,55.07,-117.27,550400000.0,-1171600000.0,762.0,1962.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5549
5550,VALLEYVIEW AGDM,ALBERTA,3076680,32460,71277.0,XVW,55.1,-117.2,550553000.0,-1171157000.0,698.0,1998.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5550
5551,VALLEYVIEW SOUTH,ALBERTA,30766P5,9075,,,55.02,-117.28,550100000.0,-1171700000.0,716.0,,,,,,,,,,,,,5551
5552,WABASCA,ALBERTA,3076905,2812,,,56.03,-113.83,560200000.0,-1135000000.0,524.3,1915.0,1947.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5552
5553,WABASCA RS,ALBERTA,3076908,2813,,,55.97,-113.83,555800000.0,-1135000000.0,544.7,1962.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5553
5554,WADLIN LO,ALBERTA,3076913,2814,,,57.78,-115.43,574700000.0,-1152600000.0,792.5,1967.0,2011.0,366.0,168.0,366.0,168.0,166.0,166.0,168.0,166.0,168.0,166.0,5554
5555,WANHAM CDA,ALBERTA,3076940,2815,,,55.78,-118.38,554700000.0,-1182300000.0,560.5,1955.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5555
5556,STEEP CREEK,ALBERTA,3076A1D,9233,,,55.25,-116.9,551500000.0,-1165400000.0,674.0,,,,,,,,,,,,,5556
5557,WATINO,ALBERTA,3077245,2816,,,55.72,-117.62,554300000.0,-1173700000.0,384.0,1962.0,1974.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5557
5558,WATINO,ALBERTA,3077246,2817,,,55.72,-117.63,554300000.0,-1173800000.0,393.2,1974.0,1997.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5558
5559,WATT MOUNTAIN LO,ALBERTA,3077250,2818,,,58.65,-117.57,583900000.0,-1173400000.0,701.0,1957.0,2011.0,366.0,164.0,366.0,164.0,152.0,152.0,164.0,152.0,164.0,152.0,5559
5560,WEMBLEY,ALBERTA,3077254,8911,,,55.2,-119.25,551200000.0,-1191500000.0,,,,,,,,,,,,,,5560
5561,WEMBLEY,ALBERTA,3077255,8912,,,55.15,-119.13,550900000.0,-1190800000.0,731.5,,,,,,,,,,,,,5561
5562,WENZEL CREEK,ALBERTA,3077256,9177,,,54.57,-118.07,543400000.0,-1180400000.0,899.0,,,,,,,,,,,,,5562
5563,WHITEFISH LO,ALBERTA,3077420,2819,,,56.18,-115.47,561100000.0,-1152800000.0,609.6,1958.0,2011.0,366.0,167.0,366.0,167.0,140.0,140.0,167.0,140.0,167.0,140.0,5563
5564,WHITELAW,ALBERTA,3077430,2820,,,56.12,-118.08,560700000.0,-1180500000.0,670.6,1980.0,1981.0,366.0,366.0,366.0,366.0,124.0,124.0,366.0,124.0,366.0,124.0,5564
5565,WHITE MOUNTAIN LO,ALBERTA,3077440,2821,,,55.7,-119.23,554200000.0,-1191400000.0,1092.7,1955.0,2011.0,366.0,157.0,366.0,157.0,141.0,141.0,157.0,141.0,157.0,141.0,5565
5566,WHITEMUD GRAZING,ALBERTA,3077478,2822,,,56.57,-118.0,563400000.0,-1180000000.0,685.8,1967.0,1970.0,366.0,3.0,366.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,5566
5567,WHITEMUD LO,ALBERTA,3077480,2823,,,56.43,-118.02,562600000.0,-1180100000.0,853.4,1954.0,2011.0,366.0,156.0,366.0,156.0,140.0,140.0,156.0,140.0,156.0,140.0,5567
5568,WHITESAND AFS,ALBERTA,3077498,27261,,,59.43,-114.9,592600000.0,-1145400000.0,962.0,1996.0,2011.0,366.0,1.0,366.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5568
5569,WHITESAND LO,ALBERTA,3077500,2824,,,59.43,-114.9,592600000.0,-1145400000.0,944.9,1968.0,1996.0,366.0,215.0,366.0,215.0,213.0,213.0,215.0,213.0,215.0,213.0,5569
5570,WHITESANDS,ALBERTA,3077502,9191,,,59.43,-114.92,592600000.0,-1145500000.0,945.0,,,,,,,,,,,,,5570
5571,WOKING CDA,ALBERTA,3077615,2826,,,55.62,-118.95,553700000.0,-1185700000.0,726.9,1981.0,1995.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5571
5572,WOLF CREEK-CUT BANK,ALBERTA,3077619,9143,,,54.48,-119.17,542900000.0,-1191000000.0,914.0,,,,,,,,,,,,,5572
5573,WORSLEY,ALBERTA,3077660,2827,,,56.5,-119.12,563000000.0,-1190700000.0,,1956.0,1957.0,366.0,366.0,366.0,366.0,246.0,246.0,366.0,246.0,366.0,246.0,5573
5574,WORSLEY-KOZACK,ALBERTA,3077661,6865,,,56.53,-119.0,563200000.0,-1190001000.0,649.2,1993.0,2011.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5574
5575,WORSLEY RS,ALBERTA,3077662,2828,,,56.5,-119.13,563000000.0,-1190800000.0,640.1,1962.0,1985.0,366.0,1.0,366.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5575
5576,YATES LO,ALBERTA,3077678,2829,,,59.9,-116.33,595400000.0,-1162000000.0,304.8,1969.0,2011.0,366.0,199.0,366.0,199.0,198.0,198.0,199.0,198.0,199.0,198.0,5576
5577,WOLF CREEK,ALBERTA,30776JQ,9325,,,54.47,-119.18,542800000.0,-1191100000.0,940.0,,,,,,,,,,,,,5577
5578,ZAMA LO,ALBERTA,3078000,2830,,,58.58,-119.17,583500000.0,-1191000000.0,609.6,1961.0,2011.0,366.0,162.0,366.0,164.0,152.0,152.0,162.0,152.0,164.0,152.0,5578
5579,BISTCHO LAKE (F5),ALBERTA,307A010,27827,,,59.92,-118.95,595500000.0,-1185700000.0,576.0,1999.0,2004.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5579
5580,CHEVRON LOON,ALBERTA,307A5K9,9323,,,56.37,-115.35,562200000.0,-1152100000.0,572.0,,,,,,,,,,,,,5580
5581,DAVIDSON LAKE TOWER,ALBERTA,307A954,2642,,,58.88,-113.22,585300000.0,-1131300000.0,253.0,1968.0,1990.0,366.0,227.0,366.0,227.0,223.0,223.0,227.0,223.0,227.0,223.0,5581
